row_id,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
6148,Ploceus ruweti,Ploceidae,Passeriformes,1,0,1,0,1,14.9,8.7,5.7,7,20.3,69,10.3,58.7,14.9,47.7,17,Updated_literature,BoW,NO,NA,NA,Wetland,2,1,Omnivore,Omnivore,Insessorial,-11.03,-8.06,-9.52,26.83004706,5190.02,Extant
6154,Ploceus subpersonatus,Ploceidae,Passeriformes,1,0,1,0,1,18.1,11.5,5.3,6.2,21.8,67,9,58,13.4,56,22.5,Updated_literature,BoW,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-5.91,1.07,-2.15,10.30578281,22554.32,Extant
6172,Polioptila clementsi,Polioptilidae,Passeriformes,0,0,0,0,0,11.1,6.9,2.9,2.5,14.8,44,6.1,37.7,14.2,47,5.6,Dunning,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Polioptila guianensis,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.94,-3.86,-3.89,-73.43061975,18.84,Extant
6176,Polioptila lembeyei,Polioptilidae,Passeriformes,2,0,1,1,2,10.7,6.8,2.5,2.1,14.9,40.5,5.1,35.4,12.6,51.5,5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,19.83,22.56,21.06,-77.0689088,13553.51,Extant
6180,Polioptila schistaceigula,Polioptilidae,Passeriformes,2,2,0,0,2,11.6,7.1,2.9,2.5,14.8,45.1,6.4,38.7,14.2,49,6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.62,9.45,5.19,-76.83444261,144511.46,Extant
6205,Amblyornis flavifrons,Ptilonorhynchidae,Passeriformes,1,0,1,0,1,27.4,13.4,6.8,8.3,33.9,132,27.7,104.3,21,84,120,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-2.73,-2.42,-2.57,138.7971317,978.26,Extant
6251,Chlorocichla prigoginei,Pycnonotidae,Passeriformes,1,0,1,0,1,17.8,10.3,4.2,5.3,18.2,96,10.2,85.8,10.6,95,45.26,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,0.05,1.93,0.24,29.34432012,868.59,Extant
6273,Iole virescens,Pycnonotidae,Passeriformes,1,0,1,0,0,19,13.2,4.8,5.2,18.3,87,15.6,72,17.9,84,25.9,Inferred,NA,YES,Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass,Iole olivacea,Forest,1,1,Herbivore,Frugivore,Insessorial,12.53,25.56,20.46,95.78138811,293077.58,Extant
6281,Ixos siquijorensis,Pycnonotidae,Passeriformes,2,2,0,0,2,28.8,17.6,5.9,7.7,23.1,119.5,22.8,96.7,19.1,115.8,38.6,Inferred,NA,YES,Body Mass,Ixos philippinus,Forest,1,1,Herbivore,Frugivore,Insessorial,9.09,12.68,10.35,123.6324028,5018.51,Extant
6296,Phyllastrephus leucolepis,Pycnonotidae,Passeriformes,1,0,0,1,0,18,10.3,4.2,4.3,19.1,71,7.5,63.5,10.6,67.6,26.27,EltonTraits_GenAvg,NA,YES,Tail Length,Phyllastrephus icterinus,NA,1,1,Omnivore,Invertivore,Insessorial,6.15,6.25,6.2,-8.1833,99.24,Invalid
6297,Phyllastrephus lorenzi,Pycnonotidae,Passeriformes,1,0,1,0,1,16.5,8.9,3.9,4,17.7,69,8.4,60.6,12.2,64,19,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-2.99,4.68,0.14,29.0929553,39316.14,Extant
6317,Pycnonotus hualon,Pycnonotidae,Passeriformes,1,1,0,0,1,15.9,7.8,3.8,4.2,18.5,90,13.5,76.5,15,73,37,Updated_literature,BoW,NO,NA,NA,NA,2,1,Herbivore,Frugivore,Insessorial,16.73,19.81,18.25,104.4119583,25219.24,Extant
6325,Pycnonotus nieuwenhuisii,Pycnonotidae,Passeriformes,2,0,2,0,0,18.2,10.7,4.2,4.3,16.4,84.7,15.7,67.3,18.9,68.7,25.5,Inferred,NA,YES,Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass,Pycnonotus melanoleucos,Forest,2,2,Herbivore,Frugivore,Insessorial,1.75,4.81,3.33,100.8822252,56602.6,Extant
6334,Pycnonotus taivanus,Pycnonotidae,Passeriformes,2,1,1,0,2,16.7,8.5,4.9,5,19.8,88.1,15.1,72.9,17.2,79.6,26.11,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,21.9,24.06,23.06,121.1244264,7274.28,Extant
6335,Pycnonotus tympanistrigus,Pycnonotidae,Passeriformes,2,1,1,0,2,13.1,6.7,3.4,3.8,14.5,74.5,11.4,63.1,15.3,71,33.46,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.48,5.48,0.68,99.69825723,97157.16,Extant
6366,Rhabdornis grandis,Rhabdornithidae,Passeriformes,2,0,1,1,0,24,12.9,3.9,4.9,22.5,88,18.7,61.5,23.1,53,45.5,Updated_literature,BoW,YES,Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index,Rhabdornis mystacalis,Forest,1,1,Omnivore,Omnivore,Insessorial,15.82,18.47,16.93,121.11853,12859.33,Extant
6379,Merulaxis stresemanni,Rhinocryptidae,Passeriformes,1,1,0,0,1,21,10.9,4.9,5.9,25.3,75,3,72,4,97,35,Inferred,NA,YES,Body Mass,Merulaxis ater,Forest,1,1,Carnivore,Invertivore,Terrestrial,-15.83,-15.76,-15.79,-40.5243253,21.75,Extant
6400,Scytalopus iraiensis,Rhinocryptidae,Passeriformes,2,1,1,0,2,10.9,5.6,2.9,2.9,19,48.5,3,45.5,6.2,40,12.4,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,-32.27,-19.24,-27.53,-50.31053953,5149.75,Extant
6412,Scytalopus robbinsi,Rhinocryptidae,Passeriformes,2,0,2,0,2,14.9,8.7,3.5,4.2,22.1,57.1,2.7,54.4,4.8,42.9,19.34,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.75,6.77,4.41,-76.6122258,13282.26,Extant
6414,Scytalopus sanctaemartae,Rhinocryptidae,Passeriformes,2,0,1,1,1,14.1,8.2,3.4,3.6,20.1,47,4.1,42.9,8.8,35.5,23.2,Inferred,NA,YES,Body Mass,Scytalopus femoralis,Forest,1,1,Carnivore,Invertivore,Terrestrial,10.4,11.16,10.86,-73.70924903,4525.06,Extant
6422,Scytalopus urubambae,Rhinocryptidae,Passeriformes,1,1,0,0,1,12.9,5.8,2.5,3.1,19.3,52,2.7,49.3,5.2,34,13,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.6,-12.23,-13.2,-72.76183803,2500.77,Extant
6424,Scytalopus zimmeri,Rhinocryptidae,Passeriformes,2,0,2,0,2,11.5,6.2,2.5,3.5,19.9,51.4,5,46.4,9.8,32.9,15.9,Dunning,NA,NO,NA,NA,Rock,3,1,Omnivore,Invertivore,Generalist,-25.38,-18.8,-21.89,-64.99892052,53350.14,Extant
6479,Sitta ledanti,Sittidae,Passeriformes,2,2,0,0,0,20.6,13.2,3.7,3.8,19.2,85.3,20.1,65.1,23.6,47.1,17.2,Dunning,NA,YES,Kipp's Distance; Secondary1; Wing Length; Hand-Wing Index; Tail Length,Sitta europaea,Forest,1,1,Omnivore,Omnivore,Insessorial,36.49,36.73,36.6,5.66029095,246.6,Extant
6510,Aplonis insularis,Sturnidae,Passeriformes,2,1,1,0,2,22.9,13.3,6.6,8.2,25.2,103,21.4,81.7,20.7,66.5,69.88,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-11.85,-11.46,-11.66,160.2796458,539.04,Extant
6519,Aplonis santovestris,Sturnidae,Passeriformes,1,0,1,0,1,21.8,11.9,5.1,5.8,26.2,96.5,18.8,77.7,19.5,55,68.66,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-15.47,-14.79,-15.25,166.7196799,59.6,Extant
6584,Spreo bicolor,Sturnidae,Passeriformes,1,0,1,0,0,27.9,12.4,6.3,6.2,31.7,109.2,28.5,80.7,26.1,95,104,Dunning,NA,YES,Beak Nares; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index,Spreo fischeri,Grassland,3,1,Omnivore,Omnivore,Generalist,-34.84,-24.68,-30.19,25.1096284,787929.61,Extant
6609,Acrocephalus aequinoctialis,Sylviidae,Passeriformes,1,0,1,0,1,20.9,11,3.4,3.5,24.5,73.5,14.3,59.2,19.5,63.5,25,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Generalist,1.78,4.7,2.11,-157.6314401,229.11,Extant
6620,Acrocephalus familiaris,Sylviidae,Passeriformes,2,1,1,0,2,17.1,9.6,3.4,3.5,21.4,60.5,9.1,51.4,15.1,56.5,18.3,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Invertivore,Insessorial,23.05,23.06,23.06,-161.9246757,1.55,Extant
6623,Acrocephalus kerearako,Sylviidae,Passeriformes,1,0,1,0,1,21.3,11.7,4.4,4.2,27.2,73,13.2,59.8,18.1,77,22.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-21.94,-19.76,-21.34,-157.8684054,69.45,Extant
6631,Acrocephalus rehsei,Sylviidae,Passeriformes,1,1,0,0,1,21.2,12,4.2,3.8,27.9,71.5,9.9,61.6,13.8,66,20.06,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-0.55,-0.5,-0.53,166.9231955,18.3,Extant
6632,Acrocephalus rimatarae,Sylviidae,Passeriformes,1,0,1,0,1,24.6,13.6,4.2,4.1,29.4,84.5,14.1,70.4,16.7,85,26.5,Dunning,NA,NO,NA,NA,Wetland,1,1,Carnivore,Invertivore,Insessorial,-22.66,-22.64,-22.65,-152.8050033,6.84,Extant
6641,Acrocephalus taiti,Sylviidae,Passeriformes,2,1,1,0,2,20.5,12.1,4.1,4,29.5,82,13.9,68.1,17,78,24.25,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-24.42,-24.33,-24.38,-128.3228882,44.55,Extant
6644,Amaurocichla bocagei,Sylviidae,Passeriformes,1,0,0,1,1,19.1,13,3.9,3.8,23.9,63,6.9,56.1,11,34,7,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,0.07,0.34,0.21,6.56428809,340.89,Extant
6651,Bernieria apperti,Sylviidae,Passeriformes,1,1,0,0,1,13.6,7.5,2.8,3,19.7,62,7.7,54.3,12.4,59,14.6,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-22.95,-22.37,-22.61,44.73313378,1495.63,Extant
6654,Bernieria tenebrosa,Sylviidae,Passeriformes,2,1,1,0,2,15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.26,-14.41,-16.15,49.50109741,15950.29,Extant
6659,Bradypterus alishanensis,Sylviidae,Passeriformes,1,0,1,0,1,13.8,7.8,2.6,2.8,19.6,54,10.3,43.7,19.1,58.5,10,Updated_literature,BoW,NO,NA,NA,Grassland,2,1,Carnivore,Invertivore,Generalist,22.37,24.82,23.76,121.1104581,12632.48,Extant
6668,Bradypterus grandis,Sylviidae,Passeriformes,1,0,1,0,1,15.4,9,3.1,4,24.8,66,6,60,9.1,82,18.5,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Invertivore,Insessorial,-2.09,2.94,-0.94,11.92268757,12448.47,Extant
6674,Bradypterus montis,Sylviidae,Passeriformes,2,1,1,0,2,13.8,7.9,3.2,3.3,20.8,54.8,6.8,48,12.4,65.5,14,EltonTraits_Other,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,NA,NA,NA,NA,NA,Extant
6676,Bradypterus seebohmi,Sylviidae,Passeriformes,2,1,1,0,2,13.6,7.4,3.1,3.2,21.8,53.5,8.2,45.2,15.2,62.5,11.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,15.96,17.75,16.88,120.9100287,7104.37,Extant
6680,Bradypterus timorensis,Sylviidae,Passeriformes,1,1,0,0,1,13.5,7.9,2.9,3.2,18.8,54,7.9,46.1,14.6,71,11.3,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Generalist,-9.67,-9.49,-9.58,124.1942021,253.94,Extant
6688,Cettia carolinae,Sylviidae,Passeriformes,1,0,1,0,1,20,10.8,5.2,4.2,25,61,11.2,49.9,18.4,43,17.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-8.03,-7.11,-7.59,131.4094595,3225.7,Extant
6693,Cettia haddeni,Sylviidae,Passeriformes,1,0,0,1,1,18.9,9.9,4.3,4.2,28.6,63.2,5.7,57.5,9,41,24.8,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-6.55,-5.65,-5.95,155.0785756,549.11,Extant
6696,Cettia parens,Sylviidae,Passeriformes,2,2,0,0,2,15.5,9.2,3.2,3.7,22.6,51.5,4.6,47,8.9,43,14,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-10.75,-10.48,-10.64,161.9506912,202.26,Extant
6707,Cryptosylvicola randrianasoloi,Sylviidae,Passeriformes,2,1,1,0,2,13.6,7.3,2.5,2.8,17,50,6.4,43.6,12.8,46.8,8.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-25.01,-13.29,-18.32,48.17886712,115073.28,Extant
6720,Graueria vittata,Sylviidae,Passeriformes,2,1,1,0,2,15.7,8.9,3.9,3.5,18.5,61,6,55,9.8,59.8,15.54,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.5,0.11,-2.03,29.17168555,44741.94,Extant
6721,Hemitesia neumanni,Sylviidae,Passeriformes,1,0,1,0,0,14.5,7.2,3,3.7,24.5,62,4.8,57.2,7.7,59.4,14.2,Dunning,NA,YES,Tail Length,Hemispingus superciliaris,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.27,0.19,-2.3,28.9087537,37085.54,Extant
6733,Hyliota usambara,Sylviidae,Passeriformes,2,1,1,0,2,12.9,7.3,3.2,3.3,16.2,62.5,11,51.5,17.6,40.5,11.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.2,-4.84,-5.02,38.67753433,412.8,Extant
6748,Macrosphenus pulitzeri,Sylviidae,Passeriformes,1,1,0,0,1,17.7,10,3.9,3.7,23.2,60,3.2,56.8,5.3,67.9,11.68,EltonTraits_Model,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-14.18,-10.79,-12.46,13.85603913,5725.09,Extant
6749,Megalurulus grosvenori,Sylviidae,Passeriformes,1,1,0,0,1,20,11.5,4.3,4.5,31.4,67.5,10,57.5,14.8,56.6,54,EltonTraits_Model,NA,NO,NA,NA,NA,1,1,Carnivore,Invertivore,Terrestrial,-6.01,-5.11,-5.48,151.1672289,2381.31,Extant
6750,Megalurulus llaneae,Sylviidae,Passeriformes,1,0,0,1,1,18.2,10.9,4.2,4.1,23.2,69.5,5.5,64,7.9,61,25.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-6.32,-5.73,-6.03,155.1787297,814.06,Extant
6752,Megalurulus rubiginosus,Sylviidae,Passeriformes,2,2,0,0,2,19.7,10.3,3.8,4.2,28.2,71.8,5.9,65.8,8.2,75,41.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-6.31,-4.14,-5.48,150.6355393,33761.38,Extant
6754,Megalurus albolimbatus,Sylviidae,Passeriformes,1,0,1,0,1,17.4,10.6,3.4,3.3,23.4,57.5,5.5,52,9.6,59,14,Updated_literature,Dunning (2021),NO,NA,NA,Wetland,3,1,Carnivore,Invertivore,Generalist,-9.16,-7.52,-8.63,140.9377446,2389.39,Extant
6770,Orthotomus heterolaemus,Sylviidae,Passeriformes,1,0,0,1,0,15,10.3,2.4,2.8,19.4,45,2,43,4.4,40.8,8.3,Dunning,NA,YES,Tail Length,Orthotomus frontalis,Forest,1,1,Carnivore,Invertivore,Insessorial,6.29,8.95,7.74,125.1695207,7657.18,Extant
6771,Orthotomus nigriceps,Sylviidae,Passeriformes,2,0,2,0,1,17.4,10.3,3,3.4,22.1,51.8,7.4,44.1,14.4,47.5,9.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,6.27,10.47,8.24,125.9761781,24461.65,Extant
6779,Phylloscopus amoenus,Sylviidae,Passeriformes,1,0,1,0,1,14.3,7.6,2.9,3.1,22.9,58.5,10.1,48.4,17.3,40,10.53,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-7.99,-7.91,-7.96,157.0677097,37.6,Extant
6787,Phylloscopus cebuensis,Sylviidae,Passeriformes,2,1,1,0,2,12.5,7.3,3.1,2.9,19.2,51.5,8,43.5,15.5,48,9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,9.04,18.65,15.13,121.6637432,121172.88,Extant
6793,Phylloscopus emeiensis,Sylviidae,Passeriformes,2,0,2,0,2,9.9,6.2,2.7,2.3,16.5,56.5,9.8,46.6,17.4,40.6,10.53,EltonTraits_Model,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial,25.02,33.76,29.34,104.020394,21846.58,Extant
6794,Phylloscopus forresti,Sylviidae,Passeriformes,2,1,1,0,2,9.6,5,2,2.1,16.4,53.2,9.2,44,17.3,41,5.4,EltonTraits_Model,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Insessorial,24.73,34.56,30.94,100.8101168,697649.37,Extant
6799,Phylloscopus hainanus,Sylviidae,Passeriformes,2,0,2,0,2,11.1,6.4,2.3,2.1,16.5,51.5,6.8,44.8,13.1,38.6,9.45,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,18.31,19.33,18.86,109.5096356,13199.58,Extant
6803,Phylloscopus ijimae,Sylviidae,Passeriformes,2,1,1,0,2,13.9,7.7,3,3,18.8,63,15.1,47.9,24,50.5,8.7,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,29.81,34.8,33.68,138.6345482,347.89,Extant
6839,Randia pseudozosterops,Sylviidae,Passeriformes,2,0,2,0,2,14.1,8.1,2.2,2.5,15.9,58,7.3,50.7,12.6,45.5,11,EltonTraits_Model,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-25.14,-13.46,-18.79,48.4494627,149492.81,Extant
6882,Sylvietta philippae,Sylviidae,Passeriformes,2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,3.19,9.59,6.26,45.22551473,206306.37,Extant
6894,Trichocichla rufa,Sylviidae,Passeriformes,2,0,1,1,2,19.1,9.8,4.2,3.9,30.1,73.8,7.8,66,10.6,77.5,24,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-18.28,-17.35,-17.87,178.003758,8590.66,Extant
7020,Myrmotherula fluminensis,Thamnophilidae,Passeriformes,1,0,1,0,0,15,9.7,3.4,3.3,17.2,49.5,3.9,45.7,7.8,42.6,9,Dunning,NA,YES,Beak Culmen; Beak Width,Myrmotherula axillaris,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.43,-22.4,-22.42,-42.73329936,9.9,Invalid
7117,Xenornis setifrons,Thamnophilidae,Passeriformes,1,1,0,0,1,19.7,12.2,5.3,6.3,21.9,70,6.4,63.6,9.1,71,24.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.81,9.56,8.8,-78.27310741,5983.1,Extant
7131,Buthraupis wetmorei,Thraupidae,Passeriformes,2,2,0,0,2,20.4,9.6,6.8,8,34.2,99.2,15,84.2,15.1,89.5,62.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.41,4.78,0.23,-77.40757185,12901.21,Extant
7247,Hemispingus ochraceus,Thraupidae,Passeriformes,1,1,0,0,1,15.1,8,3.8,4.7,19.9,80,11,69,13.8,69.5,16,Inferred,NA,YES,Body Mass,Hemispingus melanotis,Forest,1,1,Omnivore,Omnivore,Insessorial,-2.92,1.08,-0.35,-78.73491527,1281.56,Extant
7275,Nemosia rourei,Thraupidae,Passeriformes,1,0,1,0,0,9.5,9.3,6.1,5.2,19,84.5,18,66.5,21.3,56.9,22,Updated_literature,BoW,YES,Beak Depth,Nemosia pileata,NA,1,1,Carnivore,Invertivore,Insessorial,-20.56,-19.89,-20.38,-41.17488048,52.79,Extant
7277,Nephelornis oneilli,Thraupidae,Passeriformes,2,1,1,0,2,13,6.4,3,3.9,22.2,68,9.9,58,14.6,60.5,16.14,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.71,-7.38,-9.33,-76.41307163,17432.09,Extant
7278,Nesospingus speculiferus,Thraupidae,Passeriformes,2,0,2,0,2,21.4,13,6.6,8,23,84.5,16,68.4,19,62,35.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,17.93,18.52,18.23,-66.47586937,8774.42,Extant
7333,Tangara fucosa,Thraupidae,Passeriformes,1,0,1,0,1,13.2,6.8,4.9,4.8,18.5,70,14.6,55.4,20.9,46,21,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,7.47,8.27,7.8,-77.39484494,3038.36,Extant
7344,Tangara meyerdeschauenseei,Thraupidae,Passeriformes,2,1,1,0,2,13.9,7.4,5.3,5.3,19.4,73.5,19.6,53.9,26.6,60,26,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial,-15.36,-13.82,-14.52,-68.75264311,11014.63,Extant
7388,Actinodura sodangorum,Timaliidae,Passeriformes,1,1,0,0,1,18.2,10.3,4.7,5.6,31,85.5,13,72.5,15.2,123.5,38.4,Inferred,NA,YES,Body Mass,Actinodura ramsayi,Forest,1,1,Carnivore,Invertivore,Insessorial,14.67,16.21,15.47,107.3977446,10456.81,Extant
7397,Alcippe danisi,Timaliidae,Passeriformes,1,0,1,0,1,11.9,5.7,3.2,3.2,22.1,53,5.4,47.6,10.2,57.5,11,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,11.97,19.79,17.86,104.4958896,26593.1,Extant
7414,Babax koslowi,Timaliidae,Passeriformes,2,0,2,0,2,32.5,23.2,6.6,7.6,39.6,126,7.9,118.1,6.2,147,112.5,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,29.28,33.29,31.66,96.79810839,44443.22,Extant
7423,Crocias langbianis,Timaliidae,Passeriformes,1,1,0,0,1,18.5,9.2,4.9,5.7,25.8,82,8.8,73.2,10.7,104,45,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,11.61,14.63,12.04,108.3321603,1727.56,Extant
7437,Garrulax bieti,Timaliidae,Passeriformes,2,1,1,0,2,27.2,16.8,5.9,7.3,36.8,105.5,4.2,101.3,3.9,127,78.64,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,26.78,28.56,27.66,99.63244234,28399.81,Extant
7446,Garrulax courtoisi,Timaliidae,Passeriformes,1,0,0,1,0,23,15.8,5.2,5.9,31.1,99,16.7,82.3,16.9,104.1,56,Dunning,NA,YES,Tail Length,Garrulax canorus,Forest,1,1,Carnivore,Invertivore,Generalist,29.08,29.33,29.19,117.7757305,322.15,Extant
7451,Garrulax ferrarius,Timaliidae,Passeriformes,1,0,1,0,1,26.5,15.9,5.5,7.5,43.2,126,8.7,117.3,6.9,122,131.5,Inferred,NA,YES,Body Mass,Garrulax strepitans,Forest,1,1,Carnivore,Invertivore,Terrestrial,11.69,12.19,11.97,103.5655998,1251.47,Extant
7457,Garrulax konkakinhensis,Timaliidae,Passeriformes,1,0,1,0,1,22,15.5,5.8,7.5,39.1,96,4.1,91.9,4.3,117,76.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,14.15,16.55,15.34,107.6098266,13616.33,Extant
7471,Garrulax ngoclinhensis,Timaliidae,Passeriformes,1,1,0,0,1,25,14.3,5.1,6.8,36.8,94,10.9,83.1,11.6,110,76.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist,14.82,15.11,14.94,108.0125257,154.32,Extant
7514,Kupeornis chapini,Timaliidae,Passeriformes,2,1,1,0,2,17.2,9.2,4,5,28.3,97,9.4,87.6,9.8,74,50,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.22,2.57,-0.97,28.95342953,43946.99,Extant
7516,Kupeornis rufocinctus,Timaliidae,Passeriformes,2,0,2,0,2,17.8,9.8,4.2,5.4,28.7,100.8,8.6,92.2,8.5,79,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.2,0.32,-2.14,29.00752619,41401.32,Extant
7519,Leonardina woodi,Timaliidae,Passeriformes,1,1,0,0,1,19,10.5,4.1,5.6,35.1,81,6.1,74.9,7.5,89,21,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,5.71,8.95,7.47,124.9968964,30087.22,Extant
7520,Liocichla bugunorum,Timaliidae,Passeriformes,0,0,0,0,0,14.8,8.3,3.3,4.9,31.1,75.1,3.9,71.2,5.2,82.2,40,EltonTraits_GenAvg,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Liocichla omeiensis,Shrubland,2,1,Omnivore,Invertivore,Insessorial,27.07,27.16,27.11,92.43844,2.75,Extant
7534,Malacocincla perspicillata,Timaliidae,Passeriformes,1,0,0,1,0,21.5,10.7,4.1,5.6,29.4,86.9,6.2,67.1,8.4,48.9,25.5,Inferred,NA,YES,Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass,Malacocincla sepiaria,Forest,1,1,Carnivore,Invertivore,Generalist,-2.71,-2.7,-2.7,114.5261294,0.97,Extant
