"row_id","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
1,"Accipiter albogularis","Accipitridae","Accipitriformes",5,2,0,3,4,27.7,17.8,10.6,14.7,62,235.2,81.8,159.5,33.9,169,248.75,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-11.73","-4.0199999999999996","-8.15","158.49376520000001","37461.21","Extant"
2,"Accipiter badius","Accipitridae","Accipitriformes",10,4,6,0,8,20.6,12.1,8.8,11.6,43,186.7,62.5,127.4,32.9,140.6,131.15,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Vertivore","Insessorial","-29.47","46.39","8.23","44.982463899999999","22374973","Extant"
3,"Accipiter bicolor","Accipitridae","Accipitriformes",6,2,2,2,4,26.5,14.8,9.2,13.5,57.5,231.8,46.4,189.6,19.8,188.4,287.54,"Dunning","NA","NO","NA","NA","Woodland","2","2","Carnivore","Vertivore","Generalist","NA","NA","NA","NA","NA","Extant"
4,"Accipiter brachyurus","Accipitridae","Accipitriformes",4,4,0,0,3,22.5,14,8.9,11.9,61.2,202.2,64.1,138.1,31.7,140.8,142,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-6.31","-4.08","-5.45","150.68131410000001","35580.71","Extant"
5,"Accipiter brevipes","Accipitridae","Accipitriformes",8,4,4,0,4,21.1,12.1,8.7,11.1,46.4,217.6,87.8,129.9,40.2,153.5,186.48,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Generalist","31.19","55.86","45.24","45.327340130000003","2936751.8","Extant"
6,"Accipiter butleri","Accipitridae","Accipitriformes",1,0,1,0,1,20,11.9,6.6,12,48.7,166,42.9,123.1,25.8,127,122,"Updated_literature","Dunning (2021)","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","7.87","9.26","8.42","93.170981699999999","327.84","Extant"
7,"Accipiter castanilius","Accipitridae","Accipitriformes",6,2,2,2,4,20.5,11.5,8.3,10.9,52.6,163.5,38.9,123.1,24,135.4,157.51,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-10.36","10.119999999999999","0.71","18.290727109999999","2096401.63","Extant"
8,"Accipiter chilensis","Accipitridae","Accipitriformes",5,2,3,0,4,23.2,12.6,8,11.8,58.8,227,69.2,156.2,30.6,183.8,368,"Dunning","NA","NO","NA","NA","Woodland","2","2","Carnivore","Vertivore","Generalist","NA","NA","NA","NA","NA","Extant"
9,"Accipiter chionogaster","Accipitridae","Accipitriformes",6,2,3,1,4,18.2,10.5,7.5,9.7,51.8,181,60.5,124.2,32.7,137,130.6,"Inferred","NA","YES","Body Mass","Accipiter striatus","Forest","1","3","Carnivore","Vertivore","Generalist","NA","NA","NA","NA","NA","Extant"
10,"Accipiter cirrocephalus","Accipitridae","Accipitriformes",5,2,3,0,4,19.2,10.6,7.7,9.6,60.3,213,81.3,133.7,37.8,155.4,165.73,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Generalist","-43.64","0.04","-23.36","137.8119749","5488639.4500000002","Extant"
11,"Accipiter collaris","Accipitridae","Accipitriformes",7,1,5,1,6,20,11.2,8.6,11,43.6,165.9,49.5,115.2,30,125,97.8,"Updated_literature","BoW","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-13.2","11.25","2.4700000000000002","-75.567798969999998","253265.36","Extant"
12,"Accipiter cooperii","Accipitridae","Accipitriformes",5,2,3,0,4,25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,429.67,"Dunning","NA","NO","NA","NA","Woodland","2","3","Carnivore","Vertivore","Aerial","23.28","53.31","41.25","-100.49122","8393137.0600000005","Extant"
13,"Accipiter erythrauchen","Accipitridae","Accipitriformes",4,3,1,0,4,21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,156,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-3.91","2.65","-1.32","128.18584749999999","48150.32","Extant"
14,"Accipiter erythronemius","Accipitridae","Accipitriformes",5,2,2,1,4,17.6,9.4,6.6,8.3,46.8,181.6,53.2,128.8,29,131.6,125,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Generalist","NA","NA","NA","NA","NA","Extant"
15,"Accipiter erythropus","Accipitridae","Accipitriformes",5,2,3,0,4,17.6,9.7,7.2,9.6,43,154.6,40.9,110.1,27.1,104.4,111.2,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-9.36","14.73","3.48","10.441489170000001","3904812.09","Extant"
16,"Accipiter fasciatus","Accipitridae","Accipitriformes",11,8,3,0,9,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,358.66,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-43.64","-1.7","-24.45","134.9464011","8180196.71","Extant"
17,"Accipiter francesiae","Accipitridae","Accipitriformes",10,2,8,0,9,20.2,13.1,8.7,10.7,48.1,155.8,43.2,112.8,27.8,127.5,136.82,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-25.61","-11.36","-19.489999999999998","46.67125755","519468.81","Extant"
18,"Accipiter gentilis","Accipitridae","Accipitriformes",8,4,4,0,4,33.7,19.6,11.6,18,67.3,337.6,122.6,215,36.3,241.1,866.04,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Generalist","17.100000000000001","70.39","54.91","19.059175889999999","31775270.739999998","Extant"
19,"Accipiter griseiceps","Accipitridae","Accipitriformes",4,3,1,0,3,24.1,14.6,8.8,12.4,52,187.2,50,137.3,26.8,141.2,251.76,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-5.66","1.88","-1.96","121.1805509","140604.94","Extant"
20,"Accipiter gularis","Accipitridae","Accipitriformes",5,0,4,1,4,23.3,9.5,6.6,9.1,43.6,162.6,54.2,109,33.2,106.4,120.66,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Insessorial","24.25","59","49.07","117.11192320000001","4785704.92","Extant"
21,"Accipiter gundlachi","Accipitridae","Accipitriformes",1,0,1,0,1,26,15.2,8.3,16.3,71.3,228,61.8,166.2,27.1,223,675,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","19.82","23.16","21.62","-79.355049199999996","33511.43","Extant"
22,"Accipiter haplochrous","Accipitridae","Accipitriformes",4,3,1,0,4,23.7,13.9,9.6,13.2,58.9,227.8,74.5,153.2,32.7,155,198.41,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-22.4","-20.09","-21.33","165.48198110000001","16389.59","Extant"
23,"Accipiter henicogrammus","Accipitridae","Accipitriformes",5,2,3,0,4,27.9,15.9,10,13.6,65.1,230.2,72,160.5,31.1,190,358.7,"Inferred","NA","YES","Body Mass","Accipiter fasciatus","Forest","1","1","Carnivore","Vertivore","Insessorial","-0.92","2.65","0.88","128.0108161","22781.85","Extant"
24,"Accipiter henstii","Accipitridae","Accipitriformes",4,2,2,0,4,32.6,18.1,11.8,17.2,75,290.5,78,212.5,27,245,1050,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-25.2","-11.95","-18.72","46.850493450000002","434639.7","Extant"
25,"Accipiter imitator","Accipitridae","Accipitriformes",1,1,0,0,1,26.4,16.8,9.1,12.2,49.6,200,60,140,30,161,222.49,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-8.58","-5.41","-6.76","156.47078540000001","10050.209999999999","Extant"
26,"Accipiter luteoschistaceus","Accipitridae","Accipitriformes",1,0,1,0,0,26.4,16.8,7.8,11.9,51.5,188,57,131,30.3,146,214,"Dunning","NA","YES","Beak Culmen; Beak Nares","Accipiter imitator","Forest","1","1","Carnivore","Vertivore","Insessorial","-6.31","-4.1900000000000004","-5.5","150.45314880000001","28814.74","Extant"
27,"Accipiter madagascariensis","Accipitridae","Accipitriformes",4,2,2,0,4,19.7,10.7,7.4,9.4,58,190.8,54.5,136.2,28.7,149.5,180.41,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-25.61","-11.95","-19.43","46.689504939999999","476517.51","Extant"
28,"Accipiter melanochlamys","Accipitridae","Accipitriformes",5,2,3,0,4,25.9,15.6,11,13.9,62.7,228.6,75,156.2,32.4,164.8,265,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-10.07","-0.95","-5.31","141.86732459999999","115449.94","Extant"
29,"Accipiter melanoleucus","Accipitridae","Accipitriformes",5,2,3,0,4,29.6,18,10.3,16.3,75.8,302.8,107.2,200.8,35,219.4,698.99,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-34.840000000000003","18.84","-5.51","25.854052719999999","9067092.5999999996","Extant"
30,"Accipiter meyerianus","Accipitridae","Accipitriformes",2,1,1,0,2,35,20.6,12.6,18.6,75.4,309.5,102,207.5,33,200,763.54,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-10.119999999999999","2.29","-4.7","141.3615686","269144.40999999997","Extant"
31,"Accipiter minullus","Accipitridae","Accipitriformes",5,3,2,0,5,16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,87.43,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-34.840000000000003","17.8","-9.7100000000000009","29.57044338","6794381.5800000001","Extant"
32,"Accipiter nanus","Accipitridae","Accipitriformes",2,0,2,0,1,17.6,10.6,7.6,10.1,46.6,152.4,44.9,107.5,29.5,109,117,"Inferred","NA","YES","Body Mass","Accipiter virgatus","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.7","1.76","-1.08","121.3408933","110477","Extant"
33,"Accipiter nisus","Accipitridae","Accipitriformes",19,6,13,0,10,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.79,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","26.9","70.53","54.67","77.285559329999998","23601609.309999999","Extant"
34,"Accipiter novaehollandiae","Accipitridae","Accipitriformes",14,9,5,0,13,29.2,17.9,10.6,15.3,61.8,235.5,69.8,165,30,164.9,326.06,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-43.64","2.65","-19.05","142.444648","2636167.5299999998","Extant"
35,"Accipiter ovampensis","Accipitridae","Accipitriformes",5,2,3,0,4,20.5,11.2,7.5,10.3,49.4,222.4,86.2,138.5,38.4,155,195,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Aerial","-27.22","13.92","-8.5299999999999994","23.370539399999998","7295779.8600000003","Extant"
36,"Accipiter poliocephalus","Accipitridae","Accipitriformes",4,2,2,0,4,25,15.4,10.1,13.7,60.3,210.5,67.8,142.8,32.1,157.2,214.76,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-11.66","0.04","-5.32","140.73937100000001","671500.51","Extant"
37,"Accipiter poliogaster","Accipitridae","Accipitriformes",5,2,3,0,3,27.7,14.9,8,13.2,52.4,240.4,72.6,172.2,29.6,174.6,315,"Updated_literature","Dunning (2021)","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","-30.38","6.82","-7.81","-60.085905859999997","7203530.6200000001","Extant"
38,"Accipiter princeps","Accipitridae","Accipitriformes",2,1,1,0,2,33.6,22.2,13.8,17.8,68,266.3,77.8,188.5,29.2,192.3,214.8,"Inferred","NA","YES","Body Mass","Accipiter poliocephalus","Forest","1","1","Carnivore","Vertivore","Insessorial","-6.11","-4.2300000000000004","-5.35","151.0386901","11549.62","Extant"
39,"Accipiter rhodogaster","Accipitridae","Accipitriformes",5,2,3,0,4,20.5,11.8,7.9,10.8,53.4,172.6,51.6,122.4,29.7,125.8,172.71,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-5.7","1.76","-1.93","121.39238210000001","146036.85","Extant"
40,"Accipiter rufitorques","Accipitridae","Accipitriformes",5,2,3,0,4,26,15.4,10.3,13.7,59.2,217.6,73.5,142,34.1,146,209,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Generalist","-19.2","-16.149999999999999","-17.45","169.3900127","17581.12","Extant"
41,"Accipiter rufiventris","Accipitridae","Accipitriformes",5,2,3,0,4,20.3,10.7,7.8,10,54.2,218.6,83,134.3,38.1,165.8,198,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-34.04","15.67","-7.01","32.596403530000003","756057.21","Extant"
42,"Accipiter soloensis","Accipitridae","Accipitriformes",5,2,3,0,4,25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39,123.4,164.77,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Insessorial","20.239999999999998","47.24","31.97","117.12858900000001","2375886.7400000002","Extant"
43,"Accipiter striatus","Accipitridae","Accipitriformes",4,2,2,0,4,19.4,10.5,8.7,10.4,49.8,184.2,60,124.2,32.5,144.2,130.59,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Aerial","NA","NA","NA","NA","NA","Extant"
44,"Accipiter superciliosus","Accipitridae","Accipitriformes",5,2,3,0,4,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,96.38,"Updated_literature","BoW","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-28.11","14.61","-6.22","-60.975122059999997","8560355.5600000005","Extant"
45,"Accipiter tachiro","Accipitridae","Accipitriformes",9,4,5,0,5,18,15.3,9.8,12.3,61,222.8,55.6,161.8,25.7,180.3,290.2,"Updated_literature","Jackson (1972); Dunning (2021)","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-34.840000000000003","4.53","-12.54","29.901201060000002","5174215.21","Extant"
46,"Accipiter toussenelii","Accipitridae","Accipitriformes",6,2,2,2,5,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,24.4,157.2,249.29,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-6.06","17.41","3.51","15.994666949999999","4598131.33","Extant"
47,"Accipiter trinotatus","Accipitridae","Accipitriformes",8,2,3,3,4,20.4,13.3,8.6,11.2,48.2,162.9,43,115,27.2,128.8,146,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-5.66","1.76","-1.81","121.3728581","120238.86","Extant"
48,"Accipiter trivirgatus","Accipitridae","Accipitriformes",15,9,4,2,12,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23,171.9,265.04,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-8.85","31.08","13.91","101.70743450000001","3366430.69","Extant"
49,"Accipiter ventralis","Accipitridae","Accipitriformes",5,2,3,0,4,18.4,9.9,6.5,9.3,50.7,180,52.8,130,28.8,126.4,233,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Generalist","NA","NA","NA","NA","NA","Extant"
50,"Accipiter virgatus","Accipitridae","Accipitriformes",15,9,5,1,13,21.2,11.7,7.6,10.2,49.8,167.7,46.7,123.1,27.4,123.9,116.99,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Generalist","-8.98","35.61","22.08","101.2455545","4398429.71","Extant"
51,"Aegypius monachus","Accipitridae","Accipitriformes",4,2,2,0,4,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432,41.1,371,9320.55,"Dunning","NA","NO","NA","NA","Forest","2","1","Scavenger","Scavenger","Terrestrial","25.27","54.37","41.63","87.870939199999995","7718571.1900000004","Extant"
52,"Aquila adalberti","Accipitridae","Accipitriformes",4,3,1,0,4,61.2,39.8,21.1,31,98.4,592.5,235,357.5,39.7,297,2958.03,"Dunning","NA","NO","NA","NA","Woodland","1","2","Carnivore","Vertivore","Generalist","36.28","41.56","39.06","-5.2270815410000004","131221.76000000001","Extant"
53,"Aquila africanus","Accipitridae","Accipitriformes",4,2,2,0,4,39.4,23.4,12.8,20.4,76.6,342.2,93.8,248.4,27.4,277.8,1047,"Dunning","NA","NO","NA","NA","Woodland","1","2","Carnivore","Vertivore","Generalist","-8.4700000000000006","9.9499999999999993","1.97","13.6823461","1918245.9","Extant"
54,"Aquila audax","Accipitridae","Accipitriformes",6,2,4,0,6,60.5,40.9,19.6,31.2,104,617.7,244.5,373.2,39.6,387,3449.86,"Dunning","NA","NO","NA","NA","Woodland","1","2","Carnivore","Vertivore","Generalist","-43.64","-8.7799999999999994","-25.74","134.48291649999999","7679648.0300000003","Extant"
55,"Aquila chrysaetos","Accipitridae","Accipitriformes",8,2,6,0,8,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4247.97,"Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Aerial","6.36","71.12","50.67","38.051598179999999","39450257.979999997","Extant"
56,"Aquila clanga","Accipitridae","Accipitriformes",5,2,3,0,4,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.29,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Vertivore","Generalist","38.72","65.94","55.15","73.968322270000002","8980278.9800000004","Extant"
57,"Aquila fasciatus","Accipitridae","Accipitriformes",4,2,2,0,4,45.7,28.9,16.2,23.7,93.2,486.8,181.8,305,37.3,260,1936.49,"Dunning","NA","NO","NA","NA","Rock","3","2","Carnivore","Vertivore","Aerial","-10.37","45.24","27.52","62.076113810000003","5630034.8399999999","Extant"
58,"Aquila gurneyi","Accipitridae","Accipitriformes",4,2,1,1,3,55.4,33.3,16.6,21.9,99.4,544.5,183.8,360.8,33.8,365.5,3059.99,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-10.73","2.65","-5.05","140.45800019999999","601810.35","Extant"
59,"Aquila hastata","Accipitridae","Accipitriformes",4,2,2,0,4,44.4,26.4,14,18.9,90.2,456.5,191.8,264.8,42,208.5,1359.41,"Dunning","NA","NO","NA","NA","Woodland","2","2","Carnivore","Vertivore","Generalist","8.07","32.46","21.43","81.09882786","2409106.0699999998","Extant"
60,"Aquila heliaca","Accipitridae","Accipitriformes",5,2,3,0,3,59,37.5,19.8,28.4,93.7,582.2,230.8,354,39.5,316.2,3125.21,"Dunning","NA","NO","NA","NA","Woodland","1","3","Carnivore","Vertivore","Generalist","35.35","59.75","49.87","70.894672630000002","9556213.6199999992","Extant"
61,"Aquila nipalensis","Accipitridae","Accipitriformes",5,2,3,0,4,54.1,32.4,17.7,25.2,95.1,559.6,225.2,332,40.5,271.4,2714.33,"Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Vertivore","Aerial","31.2","53.52","43.73","85.144876069999995","6933240.9199999999","Extant"
62,"Aquila pomarina","Accipitridae","Accipitriformes",9,4,5,0,4,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271,40.6,213,1359.41,"Dunning","NA","NO","NA","NA","Forest","1","3","Carnivore","Vertivore","Generalist","35.81","60.04","49.67","26.846996650000001","2013351.79","Extant"
63,"Aquila rapax","Accipitridae","Accipitriformes",5,2,3,0,4,54,31.5,16.8,24.3,84.3,506.6,196,310,38.7,242.4,2236.06,"Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Vertivore","Generalist","-34.31","36.93","3.92","30.520642779999999","17572054.359999999","Extant"
64,"Aquila verreauxii","Accipitridae","Accipitriformes",4,2,2,0,4,58.2,35.5,18.3,27.6,117.4,590.2,200.5,389.8,34,403.5,4195,"Dunning","NA","NO","NA","NA","Rock","3","1","Carnivore","Vertivore","Aerial","-34.840000000000003","30.44","-9.59","29.124946390000002","4020161.71","Extant"
65,"Aquila wahlbergi","Accipitridae","Accipitriformes",5,2,3,0,4,39.3,23.9,12.1,17.4,71.1,413.8,174.8,235.5,42.6,216.8,639.99,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Vertivore","Insessorial","-29.95","18.690000000000001","-4.41","23.100287399999999","9578321.3399999999","Extant"
66,"Aviceda cuculoides","Accipitridae","Accipitriformes",5,2,3,0,3,25.5,17.1,10.6,13.9,33,264.6,114,153.5,42.4,154.2,277,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-34.21","14.08","-3.74","21.078590720000001","10593852.380000001","Extant"
67,"Aviceda jerdoni","Accipitridae","Accipitriformes",5,1,3,1,4,45.5,21.7,12.9,15.9,34.7,302.8,76.9,222.9,25.6,211,363,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Omnivore","Insessorial","-5.95","28.63","6.17","107.44264699999999","1592906.95","Extant"
68,"Aviceda leuphotes","Accipitridae","Accipitriformes",5,2,3,0,4,24.6,16.4,10.2,12.5,25,230.6,82,150.2,35.3,124,193.98,"Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Invertivore","Insessorial","8.56","33.35","23.21","103.9564597","3528791.57","Extant"
69,"Aviceda madagascariensis","Accipitridae","Accipitriformes",5,2,3,0,4,28.6,20.1,11.6,16.2,38.7,314.2,106,207.5,33.8,169.2,277,"Inferred","NA","YES","Body Mass","Aviceda cuculoides","Forest","1","1","Carnivore","Vertivore","Insessorial","-25.09","-11.95","-18.100000000000001","47.274879540000001","340717.9","Extant"
70,"Aviceda subcristata","Accipitridae","Accipitriformes",5,2,3,0,3,28.3,19.7,11.6,14.7,36.3,336.6,134.5,200,40.2,202,322.65,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Omnivore","Insessorial","-34.97","2.65","-12.44","141.7765163","1718124.83","Extant"
71,"Busarellus nigricollis","Accipitridae","Accipitriformes",6,1,2,3,5,40.8,27.1,12.5,17.6,76.1,393.5,105.9,283.1,27,199.8,766.14,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Aquatic predator","Insessorial","-34.19","23.94","-7.16","-59.47942905","12825637.869999999","Extant"
72,"Butastur indicus","Accipitridae","Accipitriformes",5,0,2,3,4,40.5,18.4,10.4,14.5,53.4,327.6,155.1,175.9,46.9,191.8,414.6,"Dunning","NA","NO","NA","NA","Woodland","2","3","Carnivore","Vertivore","Insessorial","30.99","52.35","44.31","129.81458259999999","1828306.34","Extant"
73,"Butastur liventer","Accipitridae","Accipitriformes",5,2,3,0,4,31.3,17,10.5,14,61.7,275,115.6,159.4,42,149,337.99,"Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Vertivore","Insessorial","-8.7799999999999994","23.45","12.53","104.09650929999999","1357262.8","Extant"
74,"Butastur rufipennis","Accipitridae","Accipitriformes",5,2,3,0,4,28.7,16.3,10.3,12.3,58.4,311.2,143.5,170,45.8,181.4,334.87,"Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Invertivore","Insessorial","-6.49","19.11","12.64","11.75038402","3625177.22","Extant"
75,"Butastur teesa","Accipitridae","Accipitriformes",5,2,3,0,4,30.6,18,10.7,13.8,60.4,295.4,132,165,44.5,191,325,"Dunning","NA","NO","NA","NA","Woodland","3","1","Carnivore","Vertivore","Insessorial","8.07","35.29","23.18","78.912344160000004","3969936.2","Extant"
76,"Buteo albicaudatus","Accipitridae","Accipitriformes",4,1,2,1,4,37.4,22.3,13.8,16.4,87.3,427,148.1,279,34.8,199,885,"Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Vertivore","Generalist","-40.32","29.69","-11.82","-58.968407239999998","9466789.1099999994","Extant"
77,"Buteo albigula","Accipitridae","Accipitriformes",6,4,2,0,5,27.9,17.9,11.4,15.2,57.9,291,109.6,181.4,37.6,182.2,524.99,"EltonTraits_Model","NA","NO","NA","NA","Forest","2","3","Carnivore","Vertivore","Generalist","-51.06","5.43","-24.5","-72.048610049999994","1021826.91","Extant"
78,"Buteo albonotatus","Accipitridae","Accipitriformes",5,1,3,1,3,35.1,21.1,12.7,16.9,70.4,398,159.7,236.7,40.3,217,745.92,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-28.09","36.47","0.47","-69.623587099999995","7192504.1900000004","Extant"
79,"Buteo archeri","Accipitridae","Accipitriformes",5,2,3,0,4,40.6,24.4,13,18.5,87.4,387,128.5,259.2,33.1,175.6,1099.2,"Inferred","NA","YES","Body Mass","Buteo augur","Woodland","2","1","Carnivore","Vertivore","Insessorial","NA","NA","NA","NA","NA","Extant"
80,"Buteo augur","Accipitridae","Accipitriformes",9,4,5,0,4,43.9,24.5,13.7,19.3,90.4,423.1,129.7,295.8,30.5,195.6,1099.18,"Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Vertivore","Insessorial","NA","NA","NA","NA","NA","Extant"
81,"Buteo auguralis","Accipitridae","Accipitriformes",5,2,3,0,4,33.3,18.6,11.2,15.6,73.6,356.2,135.9,223.4,37.8,192.6,663.92,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-12.58","16.03","7.61","12.15085796","7045229.2599999998","Extant"
82,"Buteo brachypterus","Accipitridae","Accipitriformes",5,2,3,0,4,33.6,19.7,11.5,16.4,63.1,315.4,100.1,215.2,31.7,184.4,511,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Insessorial","-25.61","-11.95","-19.38","46.699009269999998","591120.43999999994","Extant"
83,"Buteo brachyurus","Accipitridae","Accipitriformes",5,1,4,0,4,31.1,17,10.4,14.9,53.8,307.6,90,213.3,29.7,171,496.01,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Vertivore","Aerial","-30.69","29.85","-5.09","-62.038348489999997","14372802.039999999","Extant"
84,"Buteo buteo","Accipitridae","Accipitriformes",29,12,15,2,19,35.6,21.1,12.5,16.6,75.7,374.6,143.8,231.2,38.2,204.1,759.1,"Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Vertivore","Insessorial","12.3","67.81","52.89","64.712729839999994","16600070.449999999","Extant"
85,"Buteo galapagoensis","Accipitridae","Accipitriformes",5,2,3,0,4,40.9,26,13.9,19.3,77,402.6,176.8,229.2,43.6,235.2,1137.44,"Dunning","NA","NO","NA","NA","Woodland","1","1","Carnivore","Vertivore","Aerial","-1.41","0.65","-0.44","-91.132191629999994","5639.54","Extant"
86,"Buteo hemilasius","Accipitridae","Accipitriformes",5,2,3,0,4,40.7,23.1,14.7,18.8,80,467.2,179,290.2,38.2,251.4,1358.89,"Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Vertivore","Generalist","28.27","54.14","42.4","100.8300387","5366251.83","Extant"
87,"Buteo jamaicensis","Accipitridae","Accipitriformes",5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.16,"Dunning","NA","NO","NA","NA","Woodland","2","3","Carnivore","Vertivore","Insessorial","8.36","68.66","45.5","-105.3281523","15462822.34","Extant"
